content,score
aplikasi aju pinjam digital hutang dimanamana bri kasih bintang kalau aju,1
aplikasi nya bagus banget komplit guys makasih brimo,5
brimo serba gampang urus uang,5
ko gk daftar sih gmna,3
mengakomodir butuh uang mudah,5
tolong tambah aman login deteksi wajah,5
mantap doik,4
mantappp,5
best,5
bantu mudah,5
aplikasi yang bagus mudah untk bertransaksitapi tolong hilang potong sms notifikasi krna ad sms masuk saldo potong,5
yalanan bank bri brimo jawa timur madura bantu ad negri jiran trima kasih,5
terimakasih brimo bantu transaksi hari,5
mudah aplikasi,5
bagus transaksi,5
bantu mudah,5
min saldo kena potong pakai apk bri mo,4
ulang kali coba daftar ttep aja ga bisaggal upload foto ktp,3
lbih mudah,5
kereeen banget,5
bagusss,5
bantu musim hujan yang susah rumah,5
nais,5
aplikasi kontrol uang,5
bantu,5
plg mudah pokok nya,5
asik sih make brimo ya saat gua aju pinjam briguna brimo kaga mulu syarat udah gue penuh aja gagal,3
mantap stiap transaksi,5
stop layan sms gimana transaksi potong saldo nya aneh mesti notif sms udah cek brimo nya transaksi,1
overall best,5
transaksi sala mulu,1
bahagia,5
mudah transaksi,5
bantu transaksi uang terimakasih,5
rb saldo hilang,4
error trs pdhl nama udh sesuai ktp,1
pokok e joss brimo,5
good jobbrimo,5
tolong baru brimoku buka bukti transaksi tidak otomatis dr aplikasi tolong bantu,4
pas loging tdk aplikasi notifnya tunggu tpi pas loging notif yang,1
mantap,5
manfaat,5
fast euy,5
apas masak akun saya gk dipindahin hp,1
cepat mudah pengoperasianx,5
bantu pakai brimo,5
bantu,3
brimo gagal login jaring bagus tidak masuk mohon baik,4
lancarrrrrrrtanpa ribet,5
sngat puas,5
trimakasih brimo mudah transaksi,5
bagus yah setor tunai tpi kurang banding aplikasi bank bank bca kartu atm online harap bri biat kartu debit via online,2
verivikasi wajah aja susah banget tolong tidak sulit kamera hp tuh aktif,3
makasih bri mo yang layan muas,5
bagus mudah,5
ok nugs,4
mantap bantu mudah kelola uang mudah praktis simpel fitur nya lengkap gampang aplikasi sukses bri,5
mantap tahan muncul inovasi,4
baguss mudah cepat smoga kendala apa apk,5
mudah simple,5
puas layan bri legi,5
apk yang bantu keren,5
mudah kelola uang,5
mudah transaksi,5
sippp,5
mohon video sulit x gerak bikin video sesuai arah aja bikin susah,3
aplikasi joss,5
bagus banget cepat proses transfer,5
mudah digunakandan bantu giat perban,5
keren puas,5
aplikasi optimal knpa aplikasi klo dikit kantor cab huft,1
gag login pakai nomor tedaftar,1
transaksi pending mulu saldo tidak gimana sih bri udah minggu beli pulsa proses transaksi qr ribu pending saldo nyangkut,1
mohon maaf min tidak bsa masuk akun ya aja verifikasimohon cerah nya min udah ledak kepala ngurus nya,4
bagus sempel,5
aplikasi bagus kendala dikit,5
mudah cepat bantu skili pokok,5
bantu,5
sukaa,5
aplikasi yang bagus,5
ngenahen,5
quick user friendly extra dos credit score updates,5
lelet lambat terusnkalau lupa ussername lambat proses apk indo ga mutu gua download ga aja nih,1
es bastante til mi revisar tu gasto mensual todo eso,5
bagus,5
happy new facial recognition makes things much easier brimo stellar job late thank guys keep great work wont disappointed app makes things much easier also customer service great ever need go online little weight time theyre usually point keep good work enjoyed banking brimo quite bit definitely one best banks matter anybody said rumor take care customers love app five stars easy,5
es muy rpido eficiente emergencias de mandar dinero es genial,5
login pakai sidik jar,3
kode referal gmana,2
tetep kasih bintang baca delopernya daptar brimo udah kali tetep aja transaksi gagal ulang ulang tetep aja pagi udah dobel internet tetep aja,5
keren bayar beli brimo,5
kenpa brimo,2
easy,5
mudah transaksi,5
aplikasi mudah kirim uang cek saldo hemat deh,4
mantep kawan jossss,5
notif nya gercep,5
mudah transaksi baik,5
brimo parah transfer bifast bri tidak masuk ya,2
ganti device susah masuk pakai nomor daftar jg internetnya notif nomor daftar,3
puas pakai brimo,5
brimo sya kecewa bayar qr gagal saldo sedot saldo gk,1
bank bri top,1
bank bri layan baik nasabah cepat sertah tanggab layan nasabah bank yang alih bank bri inti bri bang yang minat rakyat indonesia beda nasabah kalang tengah kalang layan ragu masyarakat indonesai,5
bantu males bawa dompet,5
alhamdulillah yaa brimo baik stlh thn banget blokir sekarang banget love brimo,5
alhamdulillah gagal aktivasi brimo terimakasih min,5
susah tarik tunai aplikasi batas juta tarik ulang kali,3
neng aplikasi nrimo karna bs cek hp,5
aplikasi mudah moga masalah,5
buka applikasi hari instal applikasinya ko susah masuk loading,3
simplest app bills,5
tolong login jaring internet kartu yang daftar brimo susah langgan,5
aplikasi bantu,5
bantu proses transaksi,5
kali potong,3
bantu,5
ya beli pulsa k gk tulis saldo cukup sisa k lo,1
baguus,5
think site getting better often difficult deposit checks particularly money orders technology read well try numerous times sometimes still go bankits greatly improved last couple monthsi sure site exactly tbe phone phone sure information information slightly different ableto deposit check believe possible phone rest identicali also think time change person appears site fine dont rotate people advertise,5
mudah bantu saat yang maju trus brimo,5
nyaman cepat aman,5
bantu mudah,5
bantu mana krn transaksi mana cari atm transaksi goodjob brimo,5
mudah,5
kode otp kode otp brimob saya,5
puas sekaliterimakasih brimo,5
highly recommended bank,5
aplikasi dukung keungan,5
aplikasi hapus susah login ribet user id pasword,1
suka aplikasi brimo tarik tunai kartu atm terima kasih brimo,5
hahaha,5
tolong sy login brimo,5
bri ni potongam nya masak udh kurang drat aja saldo rekening,1
ganti hp tidak login,1
memudahakan transaksi apa,5
mudah paham,5
aplikasi mbanking buruk login negeri pakai data seluler nomor daftar roaming tidak mbanking seribet buruk,1
update terakir tidak login deteksi kartu sim,1
terimakasih aplikasi nya mudah bantu,5
okee bagus,5
mudah kitakalau mager ya qiris aja,5
ko saldo kosong ya tolong yaa ini,1
diupdate loginparah,4
maaf alami apk yop pulsa brimo nominal nya masa jangkau saldo tulis saldo penasaran e walet cuman kepake kali aja kah maka e walet gagal akun nomor mohon atas cepat,3
recomended,5
akun gk masuk udh bener pin nya,5
praktis,5
instal update baru,1
mohon baik,1
terima kasih,5
trimakasih aplikasi brimo nya bagus,5
kk ko tidak daftar brimo ya knpa,3
kasi klau bagus sya kasi bintang,3
sukaapalagi grates admin bulan,5
buka,1
upload foto gagal solusi nya min,3
password blokir dgn brimo sampe kendala ga benah bosan lapor lapor aja lapor sekian kendala ulang kali,1
absolutely love brimo heres always hard time keeping wallet andor cards lose misplace em shortly misplacing debitcredit card needing info troubling situation gas trying set apple pay neglected moment found brimo learned absolutely accessible online need worry able look certain specific info need understand companys go giving info phone account somethings top brimo covers bases havent gotten chance activate spot feature im waiting set dd month ive beautiful hassles average atm fees unless used brimo supported locations like every card every bank support need requests take long answered matter time day thanks brimo,5
bagus sih brimo isi pulsa dll,5
bri hebat ok,5
brimo mantap,5
mudah transaksi online,5
alhamdulillah bayar mudah bantu,5
mudah transaksi,5
alhamdulillah bantu,5
hati aja pake brimo saldo rekening hilang aman aplikasi engga jamin,1
mudah proses transaksi,5
transaksi jd lbh mudah praktis,5
baik men,5
bintang yang josss,5
lgi trobel ya kox tdk buka,5
update sihh bulan sampe kali update nih bintang aja,1
trima kasih mudah transfer ribet mudah,4
mantepp,5
cepat mudah gampangsemoga depa admintrasinya kecil transaksi,4
kak kemarin log apl nya jaring jaring stabil kbdtk nya tpi apl nya jaring yah kak,4
puas,5
using years works good get check early credit builder building credit thanks brimo,5
ok banget,5
layan,5
terimakasih brimo mudah transaksi,5
mantul tampa beli pulsa uda daftar bri mo,5
istimewa,5
suka bangat,5
jempol yang bicara,5
yah masuk apk nya pemberitahuan jaring masalah jaring bagus,3
sngt bantu,5
aplikasi lawak sampe skarang gbisa masuk akun dngn alas nomor ga sesuai kalau ga niat bikin aplikasi mending gausa bikin,1
dibukadisentuh jg tdk bisapdahal brimo sebulanmohon jawabannyapdhal diupdate ttep dbuka,2
bantu mudah efesien,5
nyaman tidak ribet kluar,5
depan brimo,5
mudah,5
puas pakai brimo tampa hambat,5
mantol,5
mantapp cepat akurat,5
mudah transasi apa trims ya brimo,5
brimo mmpermudah transaksi,5
understand updating look feel app modern aesthetically pleasing say however features gone helpful example able see withdrawals deposits checks etc separate tabs account able see pendingprocessed charges available balance tab know exactly much pending could also access transactions passed days im sure theyre trying get us use browser features extremely helpful especially dont access computer time,5
mudah sulit transaksi,5
cepat praktis otomatis,5
layan yang bantu,5
ya rekening bri transaksi rekening pasif rekomendasi pengin rekening jarang transaksi tibatiba ambil status rekening pasif,5
aplikasi brimo bantu banget transaksi cepatnotifikasi cepat mudah,5
bantu bertransaksidan mudah,4
bgs skli gampang transaksi,5
tidak buka internetanya bagus,1
bagus lancar update lancar jaya,5
brimo slalu lancar transaksi,5
kreen,3
mantap brimo,5
hatur nuhun,5
mantap manfaat,5
super app kelas brimo fitur aktif rekening pasif bank super app super ribet,1
mantap mantap cepat tanggap,5
mudah ga ribet ponsel,4
hp ya,1
terimakasih alhamdulillah layan customer care aplikasi kadang agal slow respon maklum,5
napa gabisa login nomor handphone pasang bener kocak banget,1
baru masak udah versi baru hp mumpuni tp error gk buka tulis tdk jaring internet sinyal data wifi bagus ulas baru tangan,1
terimakasih bri,5
bagus sekqli bantu,5
akun login riset hp mohon bantu nya,5
bantu,5
apk tunjang simple ambil tunai transfer pergi tks bri,5
terima kasih bantu mudah transaksi mudah,5
bagus simpel mudah terimakasih,5
oke banget terimakasih bri,5
bagus aman,5
jos markotop,5
bagus,5
bagus simpan duit transfer,5
best,5
far good complaints really upsets banks lie use atm map app look free atms go arms still get charged reimbursement make sense reason looking another real bank go branch thought brimo would convenient wouldnt need seek help branch need real bank never seem get questions answered correctly using atm getting charge times ive thats like well lost brimo keeping word onfree atm nothing free brimo head ache im disappointed switched card guys im leaving asap,5
nya jd mudah simpel saldo msh cukup,5
bagus apknya bantu bikin langsung bank jd ga susah krna arah smga jaya depan bri,5
login tbtb salah username apa malem login pagi pagi salah username luccuu,1
praktis banget puas pakai brimo,5
kendala pakai,4
bantu butuh seharihari,5
susah apknya tpi praktis cepat,4
login akun brimo nomor hp daftar brimo mohon responnya min,1
alhamdulillah mudah akses,5
manfaat guna bri,5
ok bagussss,5
mantienes informado todo el tiempo mis pagos al ras,5
recommended banget nh aplikasi,5
bagusss,5
bintang,1
coba daftar rekening lancarr bintang,4
update terus,1
bikin akun brimo kah,3
mudah tidak pake ribet,5
biasaaaa,5
ok makasih,5
mudah transaksi,5
aplikasi brimo bantu mudah keerreenn,4
jarang terima sms notifikasi potong biaya smsapa ketentuanya kalau tidakbagaimana mati fitur sms kena biaya zonk terimakasih,4
terimakasih brimoaplikasinya mudah erti proses transfer jg cepat sukses bri,5
mantapkadang nglag,5
hadir apk mudah transaksi,5
bantu proses transfertarik tunai,4
lbh mantap,5
hadeuh knpa skarang sebentar apdet tpi gitu ajah,1
aplikasi brimo biasatruma kasih sangt bantu,5
mudah utk transfer bayar tagih,5
moga amanah,5
josss,5
technology getting better app,5
mudah pahamisemua mudah brimo,5
sangatt mudahhh baguss aman cepatt nyaman,5
suka brimo,5
muas trimakasih,5
dar kasih masuk min tarik tunai kartu atm brilink tentu aja bagus app brimo,5
username password udah benartpi kq gk masuk sih bilang salah,1
kerenphone banking anti ribet lucu banget,5
kali kali coba daftar akun tombol gk,2
hebat,4
aman amanah terimakasih brimo,5
good mudah praktis,4
mantap aplikasi bantu mudah kendala nyaman nya terimakasih brimo,5
top bri,5
aplikasi nya bagus,5
good pokok,5
bantu bwrtransaksi,5
daftar aja susah,1
aplikasi efektif efisien fleksibilitas transaksi,5
bagus mantap,5
mantap bantu,5
pakai brimo mudah,5
lumayan bantu,3
mohon bantu sya login slalu pasword salh x sya bolak ganti pasword aja mohon bantu kendala yang alami karna daftar udh login logout gimana solusi nya bri,1
muas,5
bantu,5
cepat mudah tidak ribet,5
bagus aplikasi brimmmmooooo,5
susah banget nomer kartu sesuai saran ganti kartu bank tidak solusi reset tidak ribet nya,1
bantu transaksi,5
ok bos,5
fitur lengkap mudah transaksi,5
adu layan,5
mantap bantu masarakat trnfer lebi cepat terima kasi bri,5
update menu sidik jari hp oppo reno tanggap,1
mohon bri eror saldo telat kemaren tf masuk,1
mudah download mudah daftar mudah smoga lancar pake bri,5
hati brimo maling,2
bagus gampang,5
tingkat,5
simpelpraktis tidak pakai ribet,5
mudah bayar listrik beli pulsa brimo,4
top banget,5
love brimo,5
bantu mudah konsumen ber transaksi ok,5
brimo bantu utk transaksi yang butuh,5
bantu perlu transaksi hari,5
