content,score,sentiment_score,sentiment
slalu stabil,5,6,positive
mudah aman,5,-2,negative
mudah singkat kerja ku transaksi,5,4,positive
mepermuda,5,0,neutral
ok good,5,18,positive
sipppp,5,0,neutral
terima kasih brimo,5,2,positive
memuaas,5,0,neutral
mudah dn mudah terimakasih brimo,5,6,positive
ok banged,5,8,positive
rekomend mudah transaksi mantap,5,16,positive
highly enjoy app im money conscious like know whats bank times set checking account reaches certain amount im alerted multiple ways via text email feature helps keep paying overdraft fees also love easy zelle use one uses physical cash pay people back days zelle sends money instantly account without charging fee instantaneous withdrawal like apps theres tons could say nutshell like bank purse pockets times highly recommend,5,6,positive
best credit card love,5,-6,negative
easy make scheduled payment account,5,0,neutral
first would like thank brimobank giving card opportunity get credit score together app must card cant see someone would along card lock feature great case card lost stolen prevent unauthorized transactions thanks another card going close lack safety features app way business shady also points get using card great save money slow process use everything turn around pay bill save money pretty fast,5,14,positive
bantu,5,-8,negative
mantap mudah transaksi proses cepat lelet lelet pokok best,5,6,positive
recommended,5,0,neutral
puas brimo,5,6,positive
mudah transaksi trimakasi brimo mudah,5,4,positive
dihpus sja apk nya pdhal pasusername sma nomor yang daftar tpi ngk masuk wkwk,1,-26,negative
bagus lancar,5,-12,negative
mudah pake,5,-2,negative
jujur alam pakek apl brimo simpel mudah cepat keren banget pokok,5,-10,negative
tolong klo fitur intip saldo kayak mandiri sign,5,-12,negative
musah icon fungsi,5,0,neutral
bank go brrrr,5,0,neutral
mantap keren bantu rakyat,5,2,positive
mudah aplikasi,5,-10,negative
bagus yang aman nasabah yang utama,5,-20,negative
aplikasi sempurna,5,-14,negative
bagua,1,0,neutral
senang mudah,5,-10,negative
bantu era serba digital,5,-8,negative
bantu sakal,5,-8,negative
akun ganti kartu pas log ga luar negeri gimana nih min solusi,1,6,positive
apk eror cih,1,-8,negative
superapps yang bantu,5,-18,negative
mantaappp registrasi mudah,5,-2,negative
cocok,5,-6,negative
good enak,5,2,positive
es buena segura ya tengo mucho tiempo usndola es cmo tener un asesor en tu bolsillo,5,8,positive
great bank,5,6,positive
jelek,1,-10,negative
tolong kalau transaksi qris ganggu kasih tau tanda kali saldo hilang gara gara transaksi ganggu,1,-40,negative
puas apk,5,6,positive
easy navigate easy correct mistake touch wrong numbers wish every app like one,5,0,neutral
cepat loding mudah pake,5,-8,negative
nice tidak ribet aktif transaksi lancar,5,-12,negative
gracias por todo muy buen banco,5,0,neutral
one best banks ever team friendly responds fast like spending account savings account minimum balance required either round ups awesome week already savings account nice since forget spare money fee free overdraft nice moments literally need like doesnt cost plus overdraft fee save get paid doesnt work reason ever thats big issue overall good bank set nice plus team friendly understanding situations need help ive three banks prior brimo far brimo favorite hands,5,56,positive
bantu puas,5,-2,negative
oke,5,4,positive
beautiful card love,5,-6,negative
transaksi apa jd mudah brimo mohon tahan tingkat layan mudah akses stabil sistem terimakasih brimo,5,0,neutral
hayo sahabat lh,5,0,neutral
dah akun bener masukin akun sandi kq tidak masuk terang sandi akun salah tolol,1,-48,negative
mantap bantu mudah aktifitas,5,0,neutral
mudah transaksi terimakasih brimo,5,16,positive
saldo tidak bayar qris,4,-12,negative
brimo best,5,0,neutral
good project,5,10,positive
sanggat bantu mudah transaksi desa desa pencil,5,-2,negative
bagus bantu,5,-16,negative
mantaplebih mudah,5,-2,negative
mbanking brimo hbis update lot transaksi coba tolong baik,5,-10,negative
gabisa login nomor daftar beda perangkat udah kantor bri dekat udah ubah masa ngga login gajelas,1,-22,negative
nomor,5,0,neutral
mantap,5,10,positive
knapa brimo banyak eror,5,-14,negative
tolol lahsaya daftar aneh nya kolom isi nomor atm tidak isi nomor lengkap tolol,1,-70,negative
moga amanah biar gampang masyarakat bayar via aplikasi,5,-14,negative
malancarkan urus,5,0,neutral
bagus simpel aman,5,-2,negative
mudah,5,-2,negative
puas,5,6,positive
bantu transaksi mantap,5,10,positive
clean interface simple navigation almost regular functionality need one thing missingi regularly scheduled external transfers example get paycheck deposited brimobank checking primary account transfer funds hsa app show pending external transfers theres way see whats pending main website show right alongside pending activity,5,-8,negative
bantu mudah transaksi,5,-2,negative
gampang cepat,5,-12,negative
mantabbbb,5,0,neutral
mbangking brimo ko minggu buka ya posisi negara orang solusi buka dalam uang,2,8,positive
aplikasi jalan eror sayang pilih tarik rp tambahin pilih tari kartu tari rp terima kasih,4,-20,negative
bagus banget tdk komentar inti bagus good,5,-4,negative
mudah,5,-2,negative
saran klo malam ganggu malam jarang pake,5,-18,negative
bantu,5,-8,negative
brimo mntap,5,0,neutral
efektif,5,10,positive
mantap mudah aman lengkap fiturfitur nya brimo baik mobile banking,5,0,neutral
rekening brimo aman saldo tabung hilang,4,2,positive
mantappp,5,0,neutral
tambahin pecah k tarik tunai,1,10,positive
tolong developer brimo verifikasi wajah gagal ad baik mudah registrasi ok dapet bantu brimo hasil registrasi,5,-6,negative
bagus bantu update keluh jaring bagus aplikasi buka,3,-32,negative
bantu terima kasih brimo,5,-6,negative
love brimo savings account fee free overdraft boost thing could say dont like cant take big amount money atm one time especially youre college student something similar would love card,5,-4,negative
bri mo pinjam tempo auto debet h pelunasanbagi berat pinjam haribunga lumayan,3,-12,negative
mudah urus,5,-2,negative
mantollpolll,5,0,neutral
sukses brimo,5,6,positive
mudah transaksi apa mana terimakasih,5,10,positive
bayar mudah,5,-8,negative
aplikasi super bagus,5,-20,negative
bagus,5,-8,negative
ok mantaff,5,8,positive
bantu undi,5,-8,negative
gacorrr,5,0,neutral
nyaman aman,5,8,positive
muas bank,5,10,positive
bagus bantu,5,-16,negative
login tutup aplikasi brimo login ulang login gilir tutup login,3,-16,negative
mantap,5,10,positive
bagus simpel,3,-2,negative
baik mantap sukses,4,14,positive
bayar qris uang kurang bayar terang transaksi bayar qris proses kali kek selesai kerja kerja selesai kerja rugi nasabah kecewa bri,1,-26,negative
bit skeptical bank thats strictly online first signed two years ago ive come really love crazy overdraft fees easy use transfer money friends family love savings plan moves extra change purchase savings certain percentage every deposit wait months look youll realize built rainy day fund emergenciesthe complaint stopped letting us use free atms actual banks inside gas stations dont particularly like get one atm card account huge inconvenience joint account husband use two different accountsbanks,5,-8,negative
brimo primary banking account since though dont physical banking like chase still love even fees like none open account none overdraw money monthly fees give spot limit case need overdraw account money used overdraw account come next check atms free thats hassle pulling money go different atms go bank get charged fees brimo also offers credit building card boosted score points since using since october brimo great ill banking long time come,5,-2,negative
simpel mudah,5,4,positive
siiip,5,0,neutral
mudah sistem ama kadang eror topup emoney deteksi akun danagopay dll nya daftar pas coba,5,-14,negative
sukses brimo maju kembang,5,12,positive
keren banget iseng download brimo buka rekening kantor bank goodjob praktis simple,5,4,positive
brimo bagus bantu kirim uang data pulsa terimakasih moga jaya yang aplikasi brimo,5,-22,negative
mudah skli terimakasih,5,8,positive
bagus mantap trimaksih transaksi mud cepat,4,4,positive
aplikasi tipu transaksi error saldo potong milik bukti kuat,1,-20,negative
mantap mudah amanuntuk masyarakattrimakasih brimo,5,8,positive
bantu depa tolong kasih fitur cetak bukti trnsaksi bos,5,-14,negative
suka brimo jiwa rantau mudah banget brimo hp moga nyaman yang ya sukses,5,12,positive
olo sobat,5,-8,negative
notif brimo dihp yaa nomer telefon ganti,5,-6,negative
bagua,5,0,neutral
respon admin cepat suka,5,-4,negative
udah aplikasi nya buka ya,5,-6,negative
bantu mudah urus uang,3,-10,negative
keren bri ceria tidak acc knpa ya min,5,-4,negative
gimana cerita nya gadak ganti nomor ga bukak akun nya aneh banget apk nya bom ga sebar luas susah rakyatnyesel bukak mbaking bri,1,-22,negative
gk tf dana,3,8,positive
nggk masukkoneksi internet teruspadahal paket data fullwifi kencengtetap,1,2,positive
halo bank bri masuk kembang aplikasi mohon tingkat aksesibilitas sandang disabilitas tunanetra keluh aksesibilitas bri mobile benarbenar akses disabilitas tunanetra aplikasi sulit baca baca layar talkback aplikasi bagus perhati akses disabilitas,2,-28,negative
super super bagus aplikasi bagus lancar transaksi cepat,5,-34,negative
ok moga brimo amanah,5,20,positive
proses cepat selancar air,5,-6,negative
helping teen learn value money budgeting also wonderful know school trips away quickly transfer card within minutes something unexpected comes give bunch cash goes lot town contests used ask certain things realizing costs compares prices helping better spender saver able set weekly allowance needed transfer account immediately one thing note need transferred bank parent brimo account ahead time take several days clear parent account though transfer childs account needed within minutes also child owes something transferred account back love son card carry cash especially trips takes school,5,-10,negative
cepat,4,-6,negative
qris nya alias banget kalau,1,0,neutral
data udah daftar ehhh belm daftar,5,-18,negative
bgsat apliksi susah istal,1,-6,negative
keren transfer cepat,5,-6,negative
hati,5,-4,negative
brimo kren layan nya oke kali gagal setor tunai jaring alhamdulillah nya selesai yang janji uang,5,-4,negative
bantu skrang bnyak kendala mudah daftarya terimakasih brimo,5,0,neutral
brimo bantu,5,-8,negative
butuh modal,5,-16,negative
daftar akun alas nya kode gagal,1,-20,negative
pake brimo gampang,5,-6,negative
bri kalau sanggup pake technologi qr bagus terap bayar ecek bayar sukses aja butuh nasabah jd rugi meringatin tipu udah bos uang nanya bri proses suruh nunggu kau nasabah mu emis duit error sistem kau jd rugi repot,1,-48,negative
aktif brimo nomor hp pakai orang aktif brimo cs bri lacak hp daftar nomor hp istri sulit alas nomor hp pribadi nomor pakai orang kenal pakai nomor hp istri aneh lokasi bri unit sungai kelay kab rau kaltim,1,-38,negative
bagus bantu mudah,4,-18,negative
puas tahan,5,2,positive
keren banget pake brimo best,5,2,positive
alhamdulillah mudah urus sya,5,8,positive
aplikasi nya mudah cepat proses daftar nya terima kasih brimo moga fasilitas nya lengkap,5,-30,negative
aman praktis,5,8,positive
mudah mana terima kasih brimo,5,0,neutral
mmbantu,5,0,neutral
pas update bri mo nya pakai,1,6,positive
make simple transaksi,5,14,positive
udah minggu brimo buka terang mohon maaf transaksi proses login tolong baik,1,-18,negative
praktis guna,5,10,positive
bantu dlm transaksi,5,0,neutral
bikin aju gara uang tel respon lapor selesai uang yang tel gk rekening udah minggu nunggu ujung bikin lapor suruh nunggu lagu minggu ribet banget,1,-28,negative
great app thing improve would b multiple cards app rather log cards u multiple city cards,5,6,positive
im happy brimo bankthe app extremely usefull,5,10,positive
brimo bukapadahal nomor hp,2,0,neutral
let clarifythere tellers bank managers actual bank branches eaccount provides checking savings direct deposit app incredible need check even automatically directed brimo savings account work saving money without anything started using brimo daybeforeyournormalpayday payday right keep brimo user friendly app convenience wise back day advance payday though seriously got tight financial situations handle things look back see hours extra access paycheck life saveri still keep conventional bank account far transactions like wires cashiers checks automatic bill payi really like money separated plus send link friend sign direct deposit get money,5,-4,negative
apk bantu sy karna online mudah transaksi sj,5,-2,negative
aplikasi kreen,5,-8,negative
efektif mudah transaksi,5,16,positive
brimo sy blokir,5,-6,negative
sih login mala disuru login,1,-10,negative
mbantu suka,5,-2,negative
aplikasi bagus,5,-16,negative
brimo mudah transaksi,5,6,positive
simpel mudah,5,4,positive
mudah,5,-2,negative
mantap,5,10,positive
aplikasi aju pinjam digital hutang dimanamana bri kasih bintang kalau aju,1,-34,negative
aplikasi nya bagus banget komplit guys makasih brimo,5,-4,negative
brimo serba gampang urus uang,5,-6,negative
ko gk daftar sih gmna,3,-6,negative
mengakomodir butuh uang mudah,5,-12,negative
tolong tambah aman login deteksi wajah,5,2,positive
mantap doik,4,10,positive
mantappp,5,0,neutral
best,5,0,neutral
bantu mudah,5,-10,negative
aplikasi yang bagus mudah untk bertransaksitapi tolong hilang potong sms notifikasi krna ad sms masuk saldo potong,5,-50,negative
yalanan bank bri brimo jawa timur madura bantu ad negri jiran trima kasih,5,-8,negative
terimakasih brimo bantu transaksi hari,5,10,positive
mudah aplikasi,5,-10,negative
bagus transaksi,5,0,neutral
bantu mudah,5,-10,negative
min saldo kena potong pakai apk bri mo,4,-6,negative
ulang kali coba daftar ttep aja ga bisaggal upload foto ktp,3,0,neutral
lbih mudah,5,-2,negative
kereeen banget,5,2,positive
bagusss,5,0,neutral
bantu musim hujan yang susah rumah,5,-22,negative
nais,5,0,neutral
aplikasi kontrol uang,5,-8,negative
bantu,5,-8,negative
plg mudah pokok nya,5,-8,negative
asik sih make brimo ya saat gua aju pinjam briguna brimo kaga mulu syarat udah gue penuh aja gagal,3,-4,negative
mantap stiap transaksi,5,18,positive
stop layan sms gimana transaksi potong saldo nya aneh mesti notif sms udah cek brimo nya transaksi,1,-16,negative
overall best,5,0,neutral
transaksi sala mulu,1,6,positive
bahagia,5,-2,negative
mudah transaksi,5,6,positive
bantu transaksi uang terimakasih,5,10,positive
rb saldo hilang,4,-4,negative
error trs pdhl nama udh sesuai ktp,1,-4,negative
pokok e joss brimo,5,-6,negative
good jobbrimo,5,10,positive
tolong baru brimoku buka bukti transaksi tidak otomatis dr aplikasi tolong bantu,4,-32,negative
pas loging tdk aplikasi notifnya tunggu tpi pas loging notif yang,1,-10,negative
mantap,5,10,positive
manfaat,5,10,positive
fast euy,5,0,neutral
apas masak akun saya gk dipindahin hp,1,-16,negative
cepat mudah pengoperasianx,5,-8,negative
bantu pakai brimo,5,-8,negative
